Cell_Type,Cell_Type_Full,Cell_Type_Alternate,Marker,Alternate_Name,Source,Species,Tissue_Type,Details,Notes
B_Naive,Naive_B_Cells,NA,IGHD,NA,CellTypist,Human,"Blood, Bone marrow, Intestine, Liver, Lung, Lung-draining lymph node, Mesenteric lymph node, Oesophagus, Omentum, Spleen, Thymus",CL:0000788,mature B lymphocytes which express cell-surface IgM and IgD and have not been exposed to/activated by antigens
B_Naive,Naive_B_Cells,NA,IGHM,NA,Azimuth,Human,NA,CL_0000788,Human PBMCs reference
B_Naive,Naive_B_Cells,NA,IGHM,NA,CellTypist,Human,"Blood, Bone marrow, Intestine, Liver, Lung, Lung-draining lymph node, Mesenteric lymph node, Oesophagus, Omentum, Spleen, Thymus",CL:0000788,mature B lymphocytes which express cell-surface IgM and IgD and have not been exposed to/activated by antigens
B_Naive,Naive_B_Cells,NA,IL4R,NA,Azimuth,Human,NA,CL_0000788,Human PBMCs reference
B_Naive,Naive_B_Cells,NA,MS4A1,CD20,Azimuth,Human,NA,CL_0000788,Human PBMCs reference
B_Naive,Naive_B_Cells,NA,TCL1A,NA,Azimuth,Human,NA,CL_0000788,Human PBMCs reference
B_Naive,Naive_B_Cells,NA,TCL1A,NA,CellTypist,Human,"Blood, Bone marrow, Intestine, Liver, Lung, Lung-draining lymph node, Mesenteric lymph node, Oesophagus, Omentum, Spleen, Thymus",CL:0000788,mature B lymphocytes which express cell-surface IgM and IgD and have not been exposed to/activated by antigens
B_Naive,Naive_B_Cells,NA,YBX3,NA,Azimuth,Human,NA,CL_0000788,Human PBMCs reference
B_Naive_Kappa,Naive_B_Cells_Kappa_Light_Chain,NA,CD37,NA,Azimuth,Human,NA,CL_0000788,Human PBMCs reference
B_Naive_Kappa,Naive_B_Cells_Kappa_Light_Chain,NA,CD79A,NA,Azimuth,Human,NA,CL_0000788,Human PBMCs reference
B_Naive_Kappa,Naive_B_Cells_Kappa_Light_Chain,NA,IGHD,NA,Azimuth,Human,NA,CL_0000788,Human PBMCs reference
B_Naive_Kappa,Naive_B_Cells_Kappa_Light_Chain,NA,IGHG3,NA,Azimuth,Human,NA,CL_0000788,Human PBMCs reference
B_Naive_Kappa,Naive_B_Cells_Kappa_Light_Chain,NA,IGHM,NA,Azimuth,Human,NA,CL_0000788,Human PBMCs reference
B_Naive_Kappa,Naive_B_Cells_Kappa_Light_Chain,NA,IGKC,NA,Azimuth,Human,NA,CL_0000788,Human PBMCs reference
B_Naive_Kappa,Naive_B_Cells_Kappa_Light_Chain,NA,IL4R,NA,Azimuth,Human,NA,CL_0000788,Human PBMCs reference
B_Naive_Kappa,Naive_B_Cells_Kappa_Light_Chain,NA,MS4A1,CD20,Azimuth,Human,NA,CL_0000788,Human PBMCs reference
B_Naive_Kappa,Naive_B_Cells_Kappa_Light_Chain,NA,TCL1A,NA,Azimuth,Human,NA,CL_0000788,Human PBMCs reference
B_Naive_Lambda,Naive_B_Cells_Lambda_Light_Chain,NA,CD79A,NA,Azimuth,Human,NA,CL_0000788,Human PBMCs reference
B_Naive_Lambda,Naive_B_Cells_Lambda_Light_Chain,NA,CD79B,NA,Azimuth,Human,NA,CL_0000788,Human PBMCs reference
B_Naive_Lambda,Naive_B_Cells_Lambda_Light_Chain,NA,CXCR4,NA,Azimuth,Human,NA,CL_0000788,Human PBMCs reference
B_Naive_Lambda,Naive_B_Cells_Lambda_Light_Chain,NA,IGHD,NA,Azimuth,Human,NA,CL_0000788,Human PBMCs reference
B_Naive_Lambda,Naive_B_Cells_Lambda_Light_Chain,NA,IGHM,NA,Azimuth,Human,NA,CL_0000788,Human PBMCs reference
B_Naive_Lambda,Naive_B_Cells_Lambda_Light_Chain,NA,IGLC2,NA,Azimuth,Human,NA,CL_0000788,Human PBMCs reference
B_Naive_Lambda,Naive_B_Cells_Lambda_Light_Chain,NA,IGLC3,NA,Azimuth,Human,NA,CL_0000788,Human PBMCs reference
B_Naive_Lambda,Naive_B_Cells_Lambda_Light_Chain,NA,IL4R,NA,Azimuth,Human,NA,CL_0000788,Human PBMCs reference
B_Naive_Lambda,Naive_B_Cells_Lambda_Light_Chain,NA,MS4A1,CD20,Azimuth,Human,NA,CL_0000788,Human PBMCs reference
B_Naive_Lambda,Naive_B_Cells_Lambda_Light_Chain,NA,TCL1A,NA,Azimuth,Human,NA,CL_0000788,Human PBMCs reference
B_Transitional,Transitional_B_Cells,NA,CD24,NA,CellTypist,Human,Bone marrow,CL:0000818,immature B cell precursors in the bone marrow which connect Pre-B cells with mature naive B cells and are subject to the process of B cell selection
B_Transitional,Transitional_B_Cells,NA,MS4A1,CD20,CellTypist,Human,Bone marrow,CL:0000818,immature B cell precursors in the bone marrow which connect Pre-B cells with mature naive B cells and are subject to the process of B cell selection
B_Transitional,Transitional_B_Cells,NA,MYO1C,NA,CellTypist,Human,Bone marrow,CL:0000818,immature B cell precursors in the bone marrow which connect Pre-B cells with mature naive B cells and are subject to the process of B cell selection
Chondrocytes,Chondrocytes,NA,COL9A2,NA,HUSCH,Human,Skin,husch.comp-genomics.org/#/info_tissue/Skin,NA
Cycling,Cycling_Natural_Killers,Cycling_NK_Cells,GNLY,NA,CellTypist,Human,Spleen,CL:0000623,proliferating natural killer cells
Cycling,Cycling_Monocytes,Cycling_Monocytes,MKI67,Ki-67,CellTypist,Human,Intestine,CL:0000576,proliferating monocytes
Cycling,Cycling_Natural_Killers,Cycling_NK_Cells,MKI67,Ki-67,CellTypist,Human,Spleen,CL:0000623,proliferating natural killer cells
Cycling,Cycling_Monocytes,Cycling_Monocytes,S100A9,NA,CellTypist,Human,Intestine,CL:0000576,proliferating monocytes
Cycling,Cycling_Monocytes,Cycling_Monocytes,TOP2A,NA,CellTypist,Human,Intestine,CL:0000576,proliferating monocytes
Cycling,Cycling_Natural_Killers,Cycling_NK_Cells,TOP2A,NA,CellTypist,Human,Spleen,CL:0000623,proliferating natural killer cells
DC,Dendritic_Cells,DC1,BATF3,NA,CellTypist,Human,"Blood, Bone marrow, Decidua, Intestine, Liver, Lung, Lung-draining lymph node, Mesenteric lymph node, Spleen, Thymus",CL:0000990,conventional type 1 dendritic cells which constitute a rare dendritic cell population with superior cross-presentation ability
DC,Dendritic_Cells,DC1,CADM1,NA,CellTypist,Human,"Blood, Bone marrow, Decidua, Intestine, Liver, Lung, Lung-draining lymph node, Mesenteric lymph node, Spleen, Thymus",CL:0000990,conventional type 1 dendritic cells which constitute a rare dendritic cell population with superior cross-presentation ability
DC,Dendritic_Cells,Dendritic_Cells,CCDC88A,NA,Azimuth,Human,NA,CL_0000451,Human PBMCs reference
DC,Dendritic_Cells,Dendritic_Cells,CCL22,NA,HUSCH,Human,Skin,husch.comp-genomics.org/#/info_tissue/Skin,NA
DC,Dendritic_Cells,Dendritic_Cells,ITGAM,CD11B,HUSCH,Human,Blood,husch.comp-genomics.org/#/info_tissue/Blood,NA
DC,Dendritic_Cells,Dendritic_Cells,CD14,NA,HUSCH,Human,Blood,husch.comp-genomics.org/#/info_tissue/Blood,NA
DC,Dendritic_Cells,Dendritic_Cells,THBD,CD141,HUSCH,Human,Blood,husch.comp-genomics.org/#/info_tissue/Blood,NA
DC,Dendritic_Cells,Dendritic_Cells,FCGR3A,CD16,HUSCH,Human,Blood,husch.comp-genomics.org/#/info_tissue/Blood,NA
DC,Dendritic_Cells,DC2,CD1C,NA,CellTypist,Human,"Blood, Bone marrow, Intestine, Liver, Lung, Lung-draining lymph node, Mesenteric lymph node, Spleen, Thymus",CL:0000990,conventional type 2 dendritic cells which constitute the major subset of myeloid dendritic cells
DC,Dendritic_Cells,DC,CD1C,NA,CellTypist,Human,"Blood, Kidney, Lung, Oesophagus, Upper airway",CL:0001056,dendrite-shaped cells which process and present antigens to naïve T cells and induce adaptive immune responses
DC,Dendritic_Cells,Dendritic_Cells,CD1C,NA,HUSCH,Human,Blood,husch.comp-genomics.org/#/info_tissue/Blood,NA
DC,Dendritic_Cells,Dendritic_Cells,CD1C,NA,HUSCH,Human,Skin,husch.comp-genomics.org/#/info_tissue/Skin,NA
DC,Dendritic_Cells,Dendritic_Cells,CD1C,NA,Ira_Fleming,Human,Skin,NA,NA
DC,Dendritic_Cells,Dendritic_Cells,CD1C,NA,Mary_Tomayko,Human,Skin,NA,NA
DC,Dendritic_Cells,Dendritic_Cells,CD209,NA,HUSCH,Human,Skin,husch.comp-genomics.org/#/info_tissue/Skin,NA
DC,Dendritic_Cells,Dendritic_Cells,CD301A,CLEC10A,Mary_Tomayko,Human,Skin,NA,NA
DC,Dendritic_Cells,Dendritic_Cells,CD74,NA,Azimuth,Human,NA,CL_0000451,Human PBMCs reference
DC,Dendritic_Cells,Dendritic_Cells,CD86,NA,HUSCH,Human,Skin,husch.comp-genomics.org/#/info_tissue/Skin,NA
DC,Dendritic_Cells,DC2,CLEC10A,NA,CellTypist,Human,"Blood, Bone marrow, Intestine, Liver, Lung, Lung-draining lymph node, Mesenteric lymph node, Spleen, Thymus",CL:0000990,conventional type 2 dendritic cells which constitute the major subset of myeloid dendritic cells
DC,Dendritic_Cells,DC,CLEC10A,NA,CellTypist,Human,"Blood, Kidney, Lung, Oesophagus, Upper airway",CL:0001056,dendrite-shaped cells which process and present antigens to naïve T cells and induce adaptive immune responses
DC,Dendritic_Cells,DC3,CLEC10A,NA,CellTypist,Human,Bone marrow,CL:0001056,a dendritic cell subtype found in bone marrow which shares features with monocytes and conventional type 2 dendritic cells
DC,Dendritic_Cells,Dendritic_Cells,CLEC10A,NA,Ira_Fleming,Human,Skin,NA,NA
DC,Dendritic_Cells,Dendritic_Cells,CLEC10A,NA,Literature,Human,Skin,doi.org/10.1101/689273,NA
DC,Dendritic_Cells,Dendritic_Cells,CLEC4C,NA,HUSCH,Human,Skin,husch.comp-genomics.org/#/info_tissue/Skin,NA
DC,Dendritic_Cells,DC1,CLEC9A,NA,CellTypist,Human,"Blood, Bone marrow, Decidua, Intestine, Liver, Lung, Lung-draining lymph node, Mesenteric lymph node, Spleen, Thymus",CL:0000990,conventional type 1 dendritic cells which constitute a rare dendritic cell population with superior cross-presentation ability
DC,Dendritic_Cells,Dendritic_Cells,CLEC9A,NA,HUSCH,Human,Skin,husch.comp-genomics.org/#/info_tissue/Skin,NA
DC,Dendritic_Cells,Dendritic_Cells,CST3,NA,Azimuth,Human,NA,CL_0000451,Human PBMCs reference
DC,Dendritic_Cells,Dendritic_Cells,CST3,NA,Ira_Fleming,Human,Skin,NA,NA
DC,Dendritic_Cells,DC2,FCER1A,NA,CellTypist,Human,"Blood, Bone marrow, Intestine, Liver, Lung, Lung-draining lymph node, Mesenteric lymph node, Spleen, Thymus",CL:0000990,conventional type 2 dendritic cells which constitute the major subset of myeloid dendritic cells
DC,Dendritic_Cells,DC,FCER1A,NA,CellTypist,Human,"Blood, Kidney, Lung, Oesophagus, Upper airway",CL:0001056,dendrite-shaped cells which process and present antigens to naïve T cells and induce adaptive immune responses
DC,Dendritic_Cells,DC3,FCER1A,NA,CellTypist,Human,Bone marrow,CL:0001056,a dendritic cell subtype found in bone marrow which shares features with monocytes and conventional type 2 dendritic cells
DC,Dendritic_Cells,Dendritic_Cells,FCER1A,NA,Ira_Fleming,Human,Skin,NA,NA
DC,Dendritic_Cells,Dendritic_Cells,FCER1G,NA,Literature,Human,Skin,doi.org/10.1101/689273,NA
DC,Dendritic_Cells,Dendritic_Cells,FLT3,NA,HUSCH,Human,Blood,husch.comp-genomics.org/#/info_tissue/Blood,NA
DC,Dendritic_Cells,Dendritic_Cells,FLT3,NA,HUSCH,Human,Skin,husch.comp-genomics.org/#/info_tissue/Skin,NA
DC,Dendritic_Cells,Dendritic_Cells,GZMB,NA,HUSCH,Human,Skin,husch.comp-genomics.org/#/info_tissue/Skin,NA
DC,Dendritic_Cells,Dendritic_Cells,HLA-DMA,NA,Azimuth,Human,NA,CL_0000451,Human PBMCs reference
DC,Dendritic_Cells,Dendritic_Cells,HLA-DPA1,NA,Azimuth,Human,NA,CL_0000451,Human PBMCs reference
DC,Dendritic_Cells,Dendritic_Cells,HLA-DPB1,NA,Azimuth,Human,NA,CL_0000451,Human PBMCs reference
DC,Dendritic_Cells,Dendritic_Cells,HLA-DQA1,NA,Azimuth,Human,NA,CL_0000451,Human PBMCs reference
DC,Dendritic_Cells,Dendritic_Cells,HLA-DQB1,NA,Azimuth,Human,NA,CL_0000451,Human PBMCs reference
DC,Dendritic_Cells,Dendritic_Cells,HLA-DRA,NA,Ira_Fleming,Human,Skin,NA,NA
DC,Dendritic_Cells,Dendritic_Cells,HLA-DRA,NA,Azimuth,Human,NA,CL_0000451,Human PBMCs reference
DC,Dendritic_Cells,Dendritic_Cells,HLA-DRB1,NA,Azimuth,Human,NA,CL_0000451,Human PBMCs reference
DC,Dendritic_Cells,Dendritic_Cells,IL3RA,NA,HUSCH,Human,Skin,husch.comp-genomics.org/#/info_tissue/Skin,NA
DC,Dendritic_Cells,Dendritic_Cells,IRF7,NA,HUSCH,Human,Skin,husch.comp-genomics.org/#/info_tissue/Skin,NA
DC,Dendritic_Cells,Dendritic_Cells,ITGAX,NA,HUSCH,Human,Skin,husch.comp-genomics.org/#/info_tissue/Skin,NA
DC,Dendritic_Cells,Dendritic_Cells,LAMP3,NA,HUSCH,Human,Skin,husch.comp-genomics.org/#/info_tissue/Skin,NA
DC,Dendritic_Cells,Dendritic_Cells,LILRB4,NA,HUSCH,Human,Skin,husch.comp-genomics.org/#/info_tissue/Skin,NA
DC,Dendritic_Cells,Dendritic_Cells,LYZ,NA,Ira_Fleming,Human,Skin,NA,NA
DC,Dendritic_Cells,DC3,S100A9,NA,CellTypist,Human,Bone marrow,CL:0001056,a dendritic cell subtype found in bone marrow which shares features with monocytes and conventional type 2 dendritic cells
DC_Axl,Axl+_Dendritic_Cell,ASDC,AXL,NA,Azimuth,Human,NA,CL_0000451,Human PBMCs reference
DC_Axl,Axl+_Dendritic_Cell,ASDC,CLEC4C,NA,Azimuth,Human,NA,CL_0000451,Human PBMCs reference
DC_Axl,Axl+_Dendritic_Cell,ASDC,DNASE1L3,NA,Azimuth,Human,NA,CL_0000451,Human PBMCs reference
DC_Axl,Axl+_Dendritic_Cell,ASDC,GAS6,NA,Azimuth,Human,NA,CL_0000451,Human PBMCs reference
DC_Axl,Axl+_Dendritic_Cell,ASDC,IL3RA,NA,Azimuth,Human,NA,CL_0000451,Human PBMCs reference
DC_Axl,Axl+_Dendritic_Cell,ASDC,LGMN,NA,Azimuth,Human,NA,CL_0000451,Human PBMCs reference
DC_Axl,Axl+_Dendritic_Cell,ASDC,LILRA4,NA,Azimuth,Human,NA,CL_0000451,Human PBMCs reference
DC_Axl,Axl+_Dendritic_Cell,ASDC,PPP1R14A,NA,Azimuth,Human,NA,CL_0000451,Human PBMCs reference
DC_Axl,Axl+_Dendritic_Cell,ASDC,SCN9A,NA,Azimuth,Human,NA,CL_0000451,Human PBMCs reference
DC_Axl,Axl+_Dendritic_Cell,ASDC,SCT,NA,Azimuth,Human,NA,CL_0000451,Human PBMCs reference
DC_Conventional,Conventional_Dendritic_Cells,Conventional_Dendritic_Cell_2,AFF3,NA,Azimuth,Human,NA,CL_0002399,Human PBMCs reference
DC_Conventional,Conventional_Dendritic_Cells,Conventional_Dendritic_Cell_2_2,BASP1,NA,Azimuth,Human,NA,CL_0002399,Human PBMCs reference
DC_Conventional,Conventional_Dendritic_Cells,Conventional_Dendritic_Cell_1,BATF3,NA,Azimuth,Human,NA,CL_0002394,Human PBMCs reference
DC_Conventional,Conventional_Dendritic_Cells,Conventional_Dendritic_Cell_1,C1orf54,NA,Azimuth,Human,NA,CL_0002394,Human PBMCs reference
DC_Conventional,Conventional_Dendritic_Cells,Conventional_Dendritic_Cell_1,CADM1,NA,Azimuth,Human,NA,CL_0002394,Human PBMCs reference
DC_Conventional,Conventional_Dendritic_Cells,Conventional_Dendritic_Cell_2_1,CD14,NA,Azimuth,Human,NA,CL_0002399,Human PBMCs reference
DC_Conventional,Conventional_Dendritic_Cells,Conventional_Dendritic_Cell_2,CD1C,NA,Azimuth,Human,NA,CL_0002399,Human PBMCs reference
DC_Conventional,Conventional_Dendritic_Cells,Conventional_Dendritic_Cell_2_1,CD1C,NA,Azimuth,Human,NA,CL_0002399,Human PBMCs reference
DC_Conventional,Conventional_Dendritic_Cells,Conventional_Dendritic_Cell_2_2,CD1C,NA,Azimuth,Human,NA,CL_0002399,Human PBMCs reference
DC_Conventional,Conventional_Dendritic_Cells,Conventional_Dendritic_Cell_2_2,CD74,NA,Azimuth,Human,NA,CL_0002399,Human PBMCs reference
DC_Conventional,Conventional_Dendritic_Cells,Conventional_Dendritic_Cell_2,CLEC10A,NA,Azimuth,Human,NA,CL_0002399,Human PBMCs reference
DC_Conventional,Conventional_Dendritic_Cells,Conventional_Dendritic_Cell_2_1,CLEC10A,NA,Azimuth,Human,NA,CL_0002399,Human PBMCs reference
DC_Conventional,Conventional_Dendritic_Cells,Conventional_Dendritic_Cell_2_2,CLEC10A,NA,Azimuth,Human,NA,CL_0002399,Human PBMCs reference
DC_Conventional,Conventional_Dendritic_Cells,Conventional_Dendritic_Cell_1,CLEC9A,NA,Azimuth,Human,NA,CL_0002394,Human PBMCs reference
DC_Conventional,Conventional_Dendritic_Cells,Conventional_Dendritic_Cell_1,CLNK,NA,Azimuth,Human,NA,CL_0002394,Human PBMCs reference
DC_Conventional,Conventional_Dendritic_Cells,Conventional_Dendritic_Cell_2_1,CTSS,NA,Azimuth,Human,NA,CL_0002399,Human PBMCs reference
DC_Conventional,Conventional_Dendritic_Cells,Conventional_Dendritic_Cell_1,DNASE1L3,NA,Azimuth,Human,NA,CL_0002394,Human PBMCs reference
DC_Conventional,Conventional_Dendritic_Cells,Conventional_Dendritic_Cell_2,ENHO,NA,Azimuth,Human,NA,CL_0002399,Human PBMCs reference
DC_Conventional,Conventional_Dendritic_Cells,Conventional_Dendritic_Cell_2_1,ENHO,NA,Azimuth,Human,NA,CL_0002399,Human PBMCs reference
DC_Conventional,Conventional_Dendritic_Cells,Conventional_Dendritic_Cell_2_2,ENHO,NA,Azimuth,Human,NA,CL_0002399,Human PBMCs reference
DC_Conventional,Conventional_Dendritic_Cells,Conventional_Dendritic_Cell_1,ENPP1,NA,Azimuth,Human,NA,CL_0002394,Human PBMCs reference
DC_Conventional,Conventional_Dendritic_Cells,Conventional_Dendritic_Cell_2,FCER1A,NA,Azimuth,Human,NA,CL_0002399,Human PBMCs reference
DC_Conventional,Conventional_Dendritic_Cells,Conventional_Dendritic_Cell_2_1,FCER1A,NA,Azimuth,Human,NA,CL_0002399,Human PBMCs reference
DC_Conventional,Conventional_Dendritic_Cells,Conventional_Dendritic_Cell_2_2,FCER1A,NA,Azimuth,Human,NA,CL_0002399,Human PBMCs reference
DC_Conventional,Conventional_Dendritic_Cells,Conventional_Dendritic_Cell_2_1,FCGR2B,NA,Azimuth,Human,NA,CL_0002399,Human PBMCs reference
DC_Conventional,Conventional_Dendritic_Cells,Conventional_Dendritic_Cell_1,FLT3,NA,Azimuth,Human,NA,CL_0002394,Human PBMCs reference
DC_Conventional,Conventional_Dendritic_Cells,Conventional_Dendritic_Cell_2,GSN,NA,Azimuth,Human,NA,CL_0002399,Human PBMCs reference
DC_Conventional,Conventional_Dendritic_Cells,Conventional_Dendritic_Cell_2_2,HLA-DPA1,NA,Azimuth,Human,NA,CL_0002399,Human PBMCs reference
DC_Conventional,Conventional_Dendritic_Cells,Conventional_Dendritic_Cell_2_2,HLA-DPB1,NA,Azimuth,Human,NA,CL_0002399,Human PBMCs reference
DC_Conventional,Conventional_Dendritic_Cells,Conventional_Dendritic_Cell_2,HLA-DQA1,NA,Azimuth,Human,NA,CL_0002399,Human PBMCs reference
DC_Conventional,Conventional_Dendritic_Cells,Conventional_Dendritic_Cell_2_2,HLA-DQA1,NA,Azimuth,Human,NA,CL_0002399,Human PBMCs reference
DC_Conventional,Conventional_Dendritic_Cells,Conventional_Dendritic_Cell_1,IDO1,NA,Azimuth,Human,NA,CL_0002394,Human PBMCs reference
DC_Conventional,Conventional_Dendritic_Cells,Conventional_Dendritic_Cell_2_1,IL13RA1,NA,Azimuth,Human,NA,CL_0002399,Human PBMCs reference
DC_Conventional,Conventional_Dendritic_Cells,Conventional_Dendritic_Cell_2_1,MRC1,NA,Azimuth,Human,NA,CL_0002399,Human PBMCs reference
DC_Conventional,Conventional_Dendritic_Cells,Conventional_Dendritic_Cell_1,NDRG2,NA,Azimuth,Human,NA,CL_0002394,Human PBMCs reference
DC_Conventional,Conventional_Dendritic_Cells,Conventional_Dendritic_Cell_2,NDRG2,NA,Azimuth,Human,NA,CL_0002399,Human PBMCs reference
DC_Conventional,Conventional_Dendritic_Cells,Conventional_Dendritic_Cell_2_1,PID1,NA,Azimuth,Human,NA,CL_0002399,Human PBMCs reference
DC_Conventional,Conventional_Dendritic_Cells,Conventional_Dendritic_Cell_2,PLD4,NA,Azimuth,Human,NA,CL_0002399,Human PBMCs reference
DC_Conventional,Conventional_Dendritic_Cells,Conventional_Dendritic_Cell_2_2,PLD4,NA,Azimuth,Human,NA,CL_0002399,Human PBMCs reference
DC_Conventional,Conventional_Dendritic_Cells,Conventional_Dendritic_Cell_2,SLC38A1,NA,Azimuth,Human,NA,CL_0002399,Human PBMCs reference
DC_Conventional,Conventional_Dendritic_Cells,Conventional_Dendritic_Cell_1,TSPAN33,NA,Azimuth,Human,NA,CL_0002394,Human PBMCs reference
DC_Conventional,Conventional_Dendritic_Cells,Conventional_Dendritic_Cell_1,WDFY4,NA,Azimuth,Human,NA,CL_0002394,Human PBMCs reference
DC_Conventional,Conventional_Dendritic_Cells,Conventional_Dendritic_Cell_1,XCR1,NA,Azimuth,Human,NA,CL_0002394,Human PBMCs reference
DC_Cycling,Cycling_Dendritic_Cells,Cycling_DCs,CLEC10A,NA,CellTypist,Human,Intestine,CL:0001056,proliferating dendritic cells
DC_Cycling,Cycling_Dendritic_Cells,Cycling_DCs,MKI67,Ki-67,CellTypist,Human,Intestine,CL:0001056,proliferating dendritic cells
DC_Cycling,Cycling_Dendritic_Cells,Cycling_DCs,TOP2A,NA,CellTypist,Human,Intestine,CL:0001056,proliferating dendritic cells
DC_Migratory,Migratory_Dendritic_Cells,Migratory_DCs,CCL19,NA,CellTypist,Human,"Lung, Lung-draining lymph node, Mesenteric lymph node, Spleen, Thymus",CL:0001056,migratory dendritic cells that transport antigens to the draining lymph nodes during both homeostatic conditions and infections
DC_Migratory,Migratory_Dendritic_Cells,Migratory_DCs,CCR7,NA,CellTypist,Human,"Lung, Lung-draining lymph node, Mesenteric lymph node, Spleen, Thymus",CL:0001056,migratory dendritic cells that transport antigens to the draining lymph nodes during both homeostatic conditions and infections
DC_Migratory,Migratory_Dendritic_Cells,Migratory_DCs,EBI3,NA,CellTypist,Human,"Lung, Lung-draining lymph node, Mesenteric lymph node, Spleen, Thymus",CL:0001056,migratory dendritic cells that transport antigens to the draining lymph nodes during both homeostatic conditions and infections
DC_Myeloid_Axl,Axl+_Myeloid_Dendritic_Cells,ASDC_mDC,AXL,NA,Azimuth,Human,NA,CL_0000782,Human PBMCs reference
DC_Myeloid_Axl,Axl+_Myeloid_Dendritic_Cells,ASDC_mDC,CLEC4C,NA,Azimuth,Human,NA,CL_0000782,Human PBMCs reference
DC_Myeloid_Axl,Axl+_Myeloid_Dendritic_Cells,ASDC_mDC,GAS6,NA,Azimuth,Human,NA,CL_0000782,Human PBMCs reference
DC_Myeloid_Axl,Axl+_Myeloid_Dendritic_Cells,ASDC_mDC,IL3RA,NA,Azimuth,Human,NA,CL_0000782,Human PBMCs reference
DC_Myeloid_Axl,Axl+_Myeloid_Dendritic_Cells,ASDC_mDC,LGMN,NA,Azimuth,Human,NA,CL_0000782,Human PBMCs reference
DC_Myeloid_Axl,Axl+_Myeloid_Dendritic_Cells,ASDC_mDC,LILRA4,NA,Azimuth,Human,NA,CL_0000782,Human PBMCs reference
DC_Myeloid_Axl,Axl+_Myeloid_Dendritic_Cells,ASDC_mDC,LTK,NA,Azimuth,Human,NA,CL_0000782,Human PBMCs reference
DC_Myeloid_Axl,Axl+_Myeloid_Dendritic_Cells,ASDC_mDC,PPP1R14A,NA,Azimuth,Human,NA,CL_0000782,Human PBMCs reference
DC_Myeloid_Axl,Axl+_Myeloid_Dendritic_Cells,ASDC_mDC,SCN9A,NA,Azimuth,Human,NA,CL_0000782,Human PBMCs reference
DC_Myeloid_Axl,Axl+_Myeloid_Dendritic_Cells,ASDC_mDC,SCT,NA,Azimuth,Human,NA,CL_0000782,Human PBMCs reference
DC_Plasmacytoid,Plasmacytoid_Dendritic_Cells,pDC,CCDC50,NA,Azimuth,Human,NA,CL_0000784,Human PBMCs reference
DC_Plasmacytoid,Plasmacytoid_Dendritic_Cells,pDC,CLEC4C,NA,HUSCH,Human,Blood,husch.comp-genomics.org/#/info_tissue/Blood,NA
DC_Plasmacytoid,Plasmacytoid_Dendritic_Cells,pDC,IL3RA,NA,Azimuth,Human,NA,CL_0000784,Human PBMCs reference
DC_Plasmacytoid,Plasmacytoid_Dendritic_Cells,pDC,IL3RA,NA,CellTypist,Human,"Blood, Bone marrow, Kidney, Liver, Lung, Lung-draining lymph node, Mesenteric lymph node, Spleen, Thymus",CL:0001058,rare plasmacytoid dendritic cell subpopulation which serves as the major source of type I interferons when the body is infected by a virus
DC_Plasmacytoid,Plasmacytoid_Dendritic_Cells,pDC,IRF4,NA,Azimuth,Human,NA,CL_0000784,Human PBMCs reference
DC_Plasmacytoid,Plasmacytoid_Dendritic_Cells,pDC,IRF7,NA,Azimuth,Human,NA,CL_0000784,Human PBMCs reference
DC_Plasmacytoid,Plasmacytoid_Dendritic_Cells,pDC,IRF8,NA,Azimuth,Human,NA,CL_0000784,Human PBMCs reference
DC_Plasmacytoid,Plasmacytoid_Dendritic_Cells,pDC,ITM2C,NA,Azimuth,Human,NA,CL_0000784,Human PBMCs reference
DC_Plasmacytoid,Plasmacytoid_Dendritic_Cells,pDC,LILRA4,NA,Azimuth,Human,NA,CL_0000784,Human PBMCs reference
DC_Plasmacytoid,Plasmacytoid_Dendritic_Cells,pDC,LILRA4,NA,CellTypist,Human,"Blood, Bone marrow, Kidney, Liver, Lung, Lung-draining lymph node, Mesenteric lymph node, Spleen, Thymus",CL:0001058,rare plasmacytoid dendritic cell subpopulation which serves as the major source of type I interferons when the body is infected by a virus
DC_Plasmacytoid,Plasmacytoid_Dendritic_Cells,pDC,LILRA4,ILT7,HUSCH,Human,Blood,husch.comp-genomics.org/#/info_tissue/Blood,NA
